microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
eno	K01689	4.2.1.11	NA	ENO, eno; enolase [EC:4.2.1.11] 	NA	51.1	1	1	1	0	0	1
poxB	K00156	1.2.5.1	NA	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	NA	682.4	0.969236	0.941572	1	2.52e-07	0.058428	0.999989
pct	K01026	2.8.3.1	NA	propionate CoA-transferase [EC:2.8.3.1]	NA	695	0.938	0.9	1	8.81e-07	0.1	1
scpC	K22214	2.8.3.-	NA	propionyl-CoA:succinyl-CoA transferase [EC:2.8.3.-]	NA	766.2	0.982	0.966	1	0	0.0345	1
ahy	K20625	4.2.1.112	NA	acetylene hydratase [EC:4.2.1.112]	NA	1766	1	1	1	0	0	1
graA	K20942	1.14.14.27	NA	resorcinol 4-hydroxylase (FADH2) [EC:1.14.14.27]	NA	553.9	1	1	1	0	0	1
gldA	K00005	1.1.1.6	NA	glycerol dehydrogenase [EC:1.1.1.6]	NA	317	0.94574	0.959119	1	1.11e-05	0.040881	0.99998
dak	K00863	2.7.1.28;2.7.1.29;4.6.1.15	NA	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	NA	486.7	0.8295	0.75469	1	5.67e-06	0.2453	1
dhbE	K06122	4.2.1.30	NA	glycerol dehydratase small subunit [EC:4.2.1.30]	NA	236.7	1	1	1	0	0	1
dhaC	K06121	4.2.1.30	NA	glycerol dehydratase medium subunit [EC:4.2.1.30]	NA	335.5	0.955	0.913	1	0	0.087	1
dhaB	K06120	4.2.1.30	NA	glycerol dehydratase large subunit [EC:4.2.1.30]	NA	1102.8	1	1	1	0	0	1
dhaT	K00086	1.1.1.202	NA	1,3-propanediol dehydrogenase [EC:1.1.1.202]	NA	550.5	0.856	0.8737	1	2.01e-06	0.1263	0.999996
uxaC	K01812	5.3.1.12	NA	glucuronate isomerase [EC:5.3.1.12]	NA	47.4	1	1	1	0	0	1
uxaB	K00041	1.1.1.58	NA	tagaturonate reductase [EC:1.1.1.58]	NA	256.4	0.9933	0.98815	1	1.26e-07	0.01185	1
uxaA	K01685	4.2.1.7	NA	altronate hydrolase [EC:4.2.1.7]	NA	563.1	0.924692	0.90125	1	6.8e-06	0.09875	0.999979
galM	K01785	5.1.3.3	NA	aldose 1-epimerase [EC:5.1.3.3]	NA	75.8	0.99742	0.995993	1	5.04e-07	0.004007	1
galK	K00849	2.7.1.6	NA	galactokinase [EC:2.7.1.6]	NA	158	0.991304	0.989493	1	1.89e-06	0.010507	0.999995
galT	K00965	2.7.7.12	NA	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	NA	40	0.98599	0.97937	1	1.89e-06	0.02063	0.999993
galE	K01784	5.1.3.2	NA	UDP-glucose 4-epimerase [EC:5.1.3.2]	NA	296.5	0.811994	0.718341	1	4.66e-05	0.281659	0.999696
capD	K17716	5.1.3.2	NA	UDP-glucose 4-epimerase [EC:5.1.3.2]	NA	391.1	0.976055	0.95323	1	0	0.04677	1
manA	K01809	5.3.1.8	NA	mannose-6-phosphate isomerase [EC:5.3.1.8]	NA	31.5	0.97067	0.945133	1	7.56e-07	0.0549	0.999981
fucI	K01818	5.3.1.25;5.3.1.3	NA	L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]	NA	96.5	1	1	1	0	0	1
fucK	K00879	2.7.1.51	NA	L-fuculokinase [EC:2.7.1.51]	NA	286	0.982524	0.96565	1	0	0.0344	0.999999
fucA	K01628	4.1.2.17	NA	L-fuculose-phosphate aldolase [EC:4.1.2.17]	NA	195.7	0.807027	0.739775	1	2.3e-05	0.260225	0.999913
scrK	K00847	2.7.1.4	NA	fructokinase [EC:2.7.1.4]	NA	185	0.689708	0.574402	1	4.47e-05	0.426	0.99975
fruK	K00882	2.7.1.56	NA	1-phosphofructokinase [EC:2.7.1.56]	NA	308.6	0.874549	0.84814	1	2.63e-05	0.15186	0.99993
uxuB	K00040	1.1.1.57	NA	fructuronate reductase [EC:1.1.1.57]	NA	430.2	0.79258	0.937002	1	6.75e-05	0.063	0.999923
uxuA	K01686	4.2.1.8	NA	mannonate dehydratase [EC:4.2.1.8]	NA	80.5	0.999642	0.999285	1	0	0.000715	1
hicdh	K17753	1.1.1.286	NA	HICDH; isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286] 	NA	604.1	1	1	1	0	0	1
pdhD	K00382	1.8.1.4	NA	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4] 	NA	425.1	0.914088	0.894081	1	6.35e-05	0.105919	0.99983
ogdh	K00164	1.2.4.2	NA	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2] 	NA	84	0.958469	0.999643	1	3.05e-05	0.000357	0.999969
dlst	K00658	2.3.1.61	NA	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	NA	487.9	0.92083	0.879072	1	1.3e-05	0.120928	0.999935
aceA	K01637	4.1.3.1	NA	isocitrate lyase [EC:4.1.3.1]	NA	122.8	0.997738	0.995986	1	1.26e-07	0.00401	0.999999
aceB	K01638	2.3.3.9	NA	aceB, glcB; malate synthase [EC:2.3.3.9] 	NA	49.6	0.980637	0.963229	1	3.78e-07	0.0368	0.999989
gltA	K01647	2.3.3.1	NA	CS, gltA; citrate synthase [EC:2.3.3.1] 	NA	20.8	0.907211	0.998104	1	0.000134	0.0019	0.999864
crs	K05942	2.3.3.3	NA	E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3] 	NA	324.1	0.99	0.9899	1	2.52e-07	0.0101	1
flgN	K02399	NA	NA	flagella synthesis protein FlgN	NA	35.5	0.999073	0.99815	1	0	0.001852	1
flgA	K02386	NA	NA	flagella basal body P-ring formation protein FlgA	NA	48.4	1	1	1	0	0	1
flgM	K02398	NA	NA	negative regulator of flagellin synthesis FlgM	NA	24.7	1	1	1	0	0	1
fliA	K02405	NA	NA	RNA polymerase sigma factor for flagellar operon FliA	NA	165.8	0.980625	0.962819	1	2.52e-07	0.037181	0.999989
flhC	K02402	NA	NA	flagellar transcriptional activator FlhC	NA	30.6	1	1	1	0	0	1
flhD	K02403	NA	NA	flagellar transcriptional activator FlhD	NA	19.6	0.99867	1	1	2.52e-07	0	1
fliH	K02411	NA	NA	flagellar assembly protein FliH	NA	38.9	0.906876	0.993543	1	5.78e-05	0.006457	0.99994
fliI	K02412	7.4.2.8	NA	flagellum-specific ATP synthase [EC:7.4.2.8]	NA	478.1	0.857194	0.944857	1	8.36e-05	0.055143	0.999899
fliO	K02418	NA	NA	flagellar protein FliO/FliZ	NA	21.6	0.992566	0.998206	1	2.77e-06	0.001794	1
fliQ	K02420	NA	NA	flagellar biosynthetic protein FliQ	NA	88.7	0.949969	0.911611	1	2.39e-06	0.088389	0.99997
fliP	K02419	NA	NA	flagellar biosynthetic protein FliP	NA	236.3	0.990075	0.990276	1	3.15e-06	0.009724	0.999994
fliR	K02421	NA	NA	flagellar biosynthetic protein FliR	NA	162.7	0.971006	0.97562	1	1.03e-05	0.02438	0.999982
flhA	K02400	NA	NA	flagellar biosynthesis protein FlhA	NA	704.8	0.941881	0.893859	1	1.39e-06	0.106141	0.999963
flhB	K02401	NA	NA	flagellar biosynthetic protein FlhB	NA	348.5	0.959485	0.95769	1	1.17e-05	0.042306	0.999975
fliRflhB	K13820	NA	NA	flagellar biosynthetic protein FliR/FlhB	NA	694.1	0.97	0.9423	1	0	0.0577	1
fliM	K02416	NA	NA	flagellar motor switch protein FliM	NA	95.3	0.976114	0.956558	1	1.01e-06	0.043442	0.999986
fliN	K02417	NA	NA	flagellar motor switch protein FliN	NA	38.8	0.948654	0.941658	1	1.67e-05	0.05834	0.999961
fliF	K02409	NA	NA	flagellar M-ring protein FliF	NA	117.8	0.97601	0.95352	1	1.26e-07	0.04648	0.999985
fliG	K02410	NA	NA	flagellar motor switch protein FliG	NA	42.1	0.999601	0.999203	1	0	0.000797	1
fliE	K02408	NA	NA	flagellar hook-basal body complex protein FliE	NA	29.9	1	1	1	0	0	1
flgB	K02387	NA	NA	flagellar basal-body rod protein FlgB	NA	62.6	0.995568	0.99317	1	6.3e-07	0.006833	0.999997
flgC	K02388	NA	NA	flagellar basal-body rod protein FlgC	NA	87.6	0.989633	0.979479	1	0	0.020521	0.999993
flgH	K02393	NA	NA	flagellar L-ring protein precursor FlgH	NA	38.6	1	1	1	0	0	1
flgI	K02394	NA	NA	flagellar P-ring protein precursor FlgI	NA	48.6	1	1	1	0	0	1
flgF	K02391	NA	NA	flagellar basal-body rod protein FlgF	NA	210.5	0.962204	0.949431	1	4.78e-06	0.050569	0.999985
flgG	K02392	NA	NA	flagellar basal-body rod protein FlgG	NA	228.3	0.900194	0.878836	1	2.93e-05	0.121164	0.999922
flgE	K02390	NA	NA	flagellar hook protein FlgE	NA	292.7	0.952344	0.910688	1	6.3e-07	0.089312	0.999969
fliK	K02414	NA	NA	flagellar hook-length control protein FliK	NA	45.7	0.977419	0.98569	1	6.04e-06	0.01431	0.999991
flgD	K02389	NA	NA	flagellar basal-body rod modification protein FlgD	NA	37.2	0.997807	0.99721	1	5.04e-07	0.00279	0.999999
flgL	K02397	NA	NA	flagellar hook-associated protein 3 FlgL	NA	147.3	0.954931	0.917189	1	1.13e-06	0.082811	0.999974
flgK	K02396	NA	NA	flagellar hook-associated protein 1 FlgK	NA	86.9	0.999401	0.999201	1	1.26e-07	0.000799	1
fliC	K02406	NA	NA	flagellin	NA	140.5	0.979331	0.959936	1	2.52e-07	0.040064	0.999978
fliD	K02407	NA	NA	flagellar hook-associated protein 2	NA	76.4	0.999777	0.999554	1	0	0.000446	1
motA	K02556	NA	1.A.30.1	chemotaxis protein MotA	NA	64.2	0.998766	0.997535	1	0	0.002465	0.999999
motB	K02557	NA	1.A.30.1	chemotaxis protein MotB	NA	143.4	0.949066	0.925211	1	1.25e-05	0.074789	0.99995
treS1	K05343	5.4.99.16;3.2.1.1	NA	maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	NA	459.6	0.969644	0.94511	1	6.3e-07	0.054889	0.999991
malQ	K00705	2.4.1.25	NA	4-alpha-glucanotransferase [EC:2.4.1.25]	NA	63.1	0.993939	0.997972	1	3.15e-06	0.00203	1
jgt	K22451	2.4.1.25	NA	4-alpha-glucanotransferase [EC:2.4.1.25]	NA	82.1	0.998	1	1	1.26e-07	0	1
glk	K00845	2.7.1.2	NA	glk; glucokinase [EC:2.7.1.2] 	NA	143.7	0.740345	0.968577	1	0.000397	0.031423	0.999584
pgi	K01810	5.3.1.9	NA	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9] 	NA	42.3	0.984916	0.997932	1	1.56e-05	0.00207	0.999983
pgi_arch	K06859	5.3.1.9	NA	pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9] 	NA	69.2	1	1	1	0	0	1
pgi-tal	K13810	2.2.1.2;5.3.1.9	NA	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9] 	NA	630.3	0.877323	0.84892	1	1.51e-06	0.151	1
pgi-pmi	K15916	5.3.1.9;5.3.1.8	NA	pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8] 	NA	163	1	1	1	0	0	1
pfk	K21071	2.7.1.11;2.7.1.90	NA	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	NA	359.7	0.745845	0.614562	1	6.29e-06	0.385438	0.999921
pfkA	K00850	2.7.1.11	NA	6-phosphofructokinase 1 [EC:2.7.1.11] 	NA	338.7	0.770077	0.879029	1	0.000122	0.120971	0.999842
pfkB	K16370	2.7.1.11	NA	6-phosphofructokinase 2 [EC:2.7.1.11] 	NA	314.3	0.914861	0.859	1	1.64e-06	0.14099	1
pfkC	K00918	2.7.1.146;2.7.1.147	NA	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147] 	NA	206.7	1	1	1	0	0	1
fba_2	K16305	4.1.2.13;2.2.1.11	NA	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	NA	519.4	0.937	0.8966	1	1.26e-07	0.1034	1
fba_3	K16306	4.1.2.13;2.2.1.10	NA	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]	NA	344	0.855	0.94712	1	7.05e-06	0.05288	1
pyk	K00873	2.7.1.40	NA	PK, pyk; pyruvate kinase [EC:2.7.1.40] 	NA	31.9	0.99945	0.999267	1	2.52e-07	0.000733	0.999999
pckA1	K01596	4.1.1.32	NA	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	NA	131.8	1	1	1	0	0	1
pckA2	K01610	4.1.1.49	NA	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] 	NA	66.8	0.999764	0.999528	1	0	0.000472	1
gpd	K00036	1.1.1.49;1.1.1.363	NA	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] 	NA	49.5	1	1	1	0	0	1
pgl_1	K01057	3.1.1.31	NA	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31] 	NA	116.3	0.996216	0.99622	1	1.01e-06	0.003784	0.999998
pgl_2	K07404	3.1.1.31	NA	pgl; 6-phosphogluconolactonase [EC:3.1.1.31] 	NA	100	0.998102	0.996967	1	1.26e-07	0.003033	0.999999
edd	K01690	4.2.1.12	NA	edd; phosphogluconate dehydratase [EC:4.2.1.12] 	NA	420.4	0.997889	0.995787	1	0	0.004213	0.999999
eda	K01625	4.1.2.1	NA	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.1 	NA	181.2	0.971924	0.95328	1	3.4e-06	0.04672	0.999978
dgaF	K17463	4.1.2.14	NA	dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] 	NA	71.6	1	1	1	0	0	1
kdpgA	K11395	4.1.2.55	NA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	NA	367.4	0.971	0.944	1	0	0.0556	1
lldE	K18928	NA	NA	L-lactate dehydrogenase complex protein LldE	NA	230.5	0.998404	0.996813	1	0	0.003187	0.999999
lldF	K18929	NA	NA	L-lactate dehydrogenase complex protein LldF	NA	371.1	0.999311	0.998623	1	0	0.001377	1
lldG	K00782	NA	NA	L-lactate dehydrogenase complex protein LldG	NA	81	0.990105	0.984261	1	8.82e-07	0.015739	0.999996
pgd	K00033	1.1.1.44;1.1.1.343	NA	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] 	NA	160.5	0.998668	0.997604	1	1.26e-07	0.002396	0.999999
rpe	K01783	5.1.3.1	NA	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1] 	NA	58.6	0.966218	0.998338	1	4.13e-05	0.001662	0.999958
tal	K00616	2.2.1.2	NA	E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2] 	NA	119.5	0.970769	0.974195	1	1.88e-05	0.025805	0.999967
prs	K00948	2.7.6.1	NA	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1] 	NA	55.4	1	1	1	0	0	1
cdhC	K00193	2.3.1.169	NA	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] 	NA	491.9	0.959	0.94545	1	3.78e-07	0.05455	1
acss	K01895	6.2.1.1	NA	acetyl-CoA synthetase [EC:6.2.1.1] 	NA	584.3	0.919287	0.887716	1	3.18e-05	0.11228	0.999887
tmtrA	K00577	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86] 	NA	86	0.997	1	1	1.26e-07	0	1
tmtrB	K00578	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86] 	NA	95.4	1	1	1	0	0	1
tmtrC	K00579	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86] 	NA	212.8	1	1	1	0	0	1
tmtrD	K00580	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86] 	NA	290.6	1	1	1	0	0	1
tmtrE	K00581	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86] 	NA	396.6	1	1	1	0	0	1
tmtrF	K00582	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86] 	NA	65.1	1	1	1	0	0	1
tmtrG	K00583	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86] 	NA	81.5	1	1	1	0	0	1
tmtrH	K00584	2.1.1.86	NA	tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86] 	NA	134	1	1	1	0	0	1
mcrA	K00399	2.8.4.1	NA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1] 	NA	543.9	1	1	1	0	0	1
mcrB	K00401	2.8.4.1	NA	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1] 	NA	265.3	1	1	1	0	0	1
mcrG	K00402	2.8.4.1	NA	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1] 	NA	307.4	1	1	1	0	0	1
mcr2	K00400	NA	NA	methyl coenzyme M reductase system, component A2 	NA	502.6	1	1	1	0	0	1
mcrC	K03421	NA	NA	methyl-coenzyme M reductase subunit C 	NA	262.7	1	1	1	0	0	1
mcrD	K03422	NA	NA	methyl-coenzyme M reductase subunit D 	NA	80	1	1	1	0	0	1
fwdA	K00200	1.2.7.12	NA	formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12] 	NA	113.4	1	1	1	0	0	1
fwdB	K00201	1.2.7.12	NA	formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12] 	NA	108.7	1	1	1	0	0	1
fwdC	K00202	1.2.7.12	NA	formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12] 	NA	107.5	0.994941	0.98993	1	0	0.01007	1
fwdD	K00203	1.2.7.12	NA	formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12] 	NA	121	0.969	0.9611	1	5.04e-07	0.03889	1
fwdF	K00205	NA	NA	4Fe-4S ferredoxin 	NA	234.7	0.974843	0.95092	1	0	0.04908	1
fwdH	K00204	NA	NA	4Fe-4S ferredoxin 	NA	182	0.958	0.92	1	0	0.08	1
fwdG	K11260	NA	NA	4Fe-4S ferredoxin 	NA	74.9	0.546	0.97414	1	2.33e-05	0.02586	1
fwdE	K11261	1.2.7.12	NA	formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12] 	NA	41.2	1	1	1	0	0	1
ftr	K00672	2.3.1.101	NA	formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] 	NA	299	1	1	1	0	0	1
mtdch	K01499	3.5.4.27	NA	methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] 	NA	298.2	1	1	1	0	0	1
hmd	K13942	1.12.98.2	NA	5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] 	NA	581.4	1	1	1	0	0	1
mer	K00320	1.5.98.2	NA	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2] 	NA	238.9	0.983	0.96629	1	0	0.03371	1
mtaB	K04480	2.1.1.90	NA	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90] 	NA	631.9	1	1	1	0	0	1
mtaC	K14081	NA	NA	methanol corrinoid protein 	NA	320.2	1	1	1	0	0	1
mtd	K00319	1.5.98.1	NA	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1] 	NA	96.2	1	1	1	0	0	1
torA	K07811	1.7.2.3	NA	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3] 	NA	1240.3	0.975	0.95122	1	0	0.04878	1
torZ	K07812	1.7.2.3	NA	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3] 	NA	1182.8	0.792929	0.66667	1	8.81e-07	0.33333	1
torC	K03532	NA	NA	trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC 	NA	415.4	0.867235	0.76559	1	0	0.23441	1
torY	K07821	NA	NA	trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY 	NA	523.3	0.982	0.9655	1	0	0.03448	1
mtbA	K14082	2.1.1.247	NA	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	NA	301.7	0.986	0.9722	1	0	0.0278	1
mttB	K14083	2.1.1.250	NA	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250] 	NA	31.2	1	1	1	0	0	1
mttC	K14084	NA	NA	trimethylamine corrinoid protein 	NA	285.4	0.781	0.6477	1	1.26e-07	0.3523	1
mtbB	K16178	2.1.1.249	NA	dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249] 	NA	267.2	0.97	0.9412	1	0	0.0588	1
mtbC	K16179	NA	NA	dimethylamine corrinoid protein 	NA	287.1	0.966	0.9341	1	0	0.0659	1
mtmB	K16176	2.1.1.248	NA	methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248] 	NA	46	0.944	0.8947	1	0	0.105	1
mtmC	K16177	NA	NA	monomethylamine corrinoid protein 	NA	361.5	0.992	0.9846	1	0	0.0154	1
dmd-tmd	K00317	1.5.8.1;1.5.8.2	NA	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2] 	NA	596.8	1	1	1	0	0	1
mmtsA	K16954	2.1.1.251	NA	methylthiol:coenzyme M methyltransferase [EC:2.1.1.251] 	NA	666	1	1	1	0	0	1
glyA	K00600	2.1.2.1	NA	glycine hydroxymethyltransferase [EC:2.1.2.1] 	NA	60.8	0.99871	0.999815	1	1.64e-06	0.000185	0.999998
agxt	K00830	2.6.1.44;2.6.1.45;2.6.1.51	NA	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	NA	415.7	0.963939	0.93039	1	0	0.06961	1
hprA	K00018	1.1.1.29	NA	glycerate dehydrogenase [EC:1.1.1.29] 	NA	323.7	0.989535	0.98041	1	1.26e-07	0.01959	0.999998
mtkB	K08692	6.2.1.9	NA	malate-CoA ligase subunit alpha [EC:6.2.1.9] 	NA	520.8	0.985	0.9851	1	1.26e-07	0.0149	1
phbC	K03821	2.3.1.-	NA	polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]	NA	89.2	0.992672	0.987108	1	3.78e-07	0.01289	0.999997
phaZ	K05973	3.1.1.75	NA	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	NA	39.2	0.99479	0.9911	1	1.26e-07	0.0089	1
phaZ2	K07518	3.1.1.22	NA	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	NA	297.9	1	1	1	0	0	1
fae	K10713	4.2.1.147	NA	5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147] 	NA	224.2	0.96	0.92233	1	0	0.07767	1
fchA	K01500	3.5.4.9	NA	methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9]	NA	117	0.961165	0.99	1	4.41e-06	0.01	1
hxlA	K08093	4.1.2.43	NA	3-hexulose-6-phosphate synthase [EC:4.1.2.43] 	NA	183.7	0.871324	0.90805	1	1.16e-05	0.09195	1
hps-phi	K13831	4.1.2.43;5.3.1.27	NA	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27] 	NA	384	1	1	1	0	0	1
mmoX	K16157	1.14.13.25	NA	methane monooxygenase component A alpha chain [EC:1.14.13.25] 	NA	574.6	0.909	1	1	2.52e-07	0	1
mmoY	K16158	1.14.13.25	NA	methane monooxygenase component A beta chain [EC:1.14.13.25] 	NA	575.9	0.857	0.75	1	0	0.25	1
mmoZ	K16159	1.14.13.25	NA	methane monooxygenase component A gamma chain [EC:1.14.13.25] 	NA	216.3	0.923	1	1	1.26e-07	0	1
mmoC	K16161	1.14.13.25	NA	methane monooxygenase component C [EC:1.14.13.25] 	NA	435.6	0.923	1	1	1.26e-07	0	1
mmoD	K16162	NA	NA	methane monooxygenase component D 	NA	34.3	1	1	1	0	0	1
pmoA-amoA	K10944	1.14.18.3;1.14.99.39	NA	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39] 	NA	125	1	1	1	0	0	1
pmoB-amoB	K10945	NA	NA	methane/ammonia monooxygenase subunit B 	NA	32	1	1	1	0	0	1
pmoC-amoC	K10946	NA	NA	methane/ammonia monooxygenase subunit C 	NA	90.6	1	1	1	0	0	1
mxaF	K14028	1.1.2.7	NA	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7] 	NA	1070.1	0.99	0.9796	1	0	0.0204	1
mxaJ	K16254	NA	NA	mxaJ protein 	NA	244.3	1	1	1	0	0	1
mxaG	K16255	NA	NA	cytochrome c-L 	NA	145.4	1	1	1	0	0	1
mxaI	K14029	1.1.2.7	NA	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7] 	NA	133.4	1	1	1	0	0	1
mxaA	K16256	NA	NA	mxaA protein 	NA	188.7	1	1	1	0	0	1
mxaC	K16257	NA	NA	mxaC protein 	NA	343.4	1	1	1	0	0	1
mxaD	K16260	NA	NA	mxaD protein 	NA	70.5	0.986	1	1	1.26e-07	0	1
mxaK	K16258	NA	NA	mxaK protein 	NA	107.5	1	1	1	0	0	1
mxaL	K16259	NA	NA	mxaL protein 	NA	291.1	1	1	1	0	0	1
xoxF	K23995	1.1.2.10	NA	lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	NA	838.9	0.962	0.93225	1	2.52e-07	0.06775	1
mtdA	K00300	1.5.1.5;1.5.1.-	NA	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]	NA	354.8	1	1	1	0	0	1
fdhAF420	K22516	1.17.98.3;1.8.98.6	NA	formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6] 	NA	956	0.512	0.35897	1	1.51e-06	0.64103	1
fdhBF420	K00125	1.17.98.3;1.8.98.6	NA	formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] 	NA	230.2	1	1	1	0	0	1
fdhA	K00148	1.2.1.46	NA	glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46] 	NA	342.3	0.991753	0.98768	1	2.52e-07	0.01232	1
fae-hps	K13812	4.2.1.147;4.1.2.43	NA	bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43] 	NA	390.9	0.988	0.9762	1	0	0.0238	1
mtdB	K10714	1.5.1.-	NA	methylene-tetrahydromethanopterin dehydrogenase [EC:1.5.1.-] 	NA	256.9	1	1	1	0	0	1
