microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
bxlF	K17327		3.A.1.1.21_Q9L026	xylobiose transport system permease protein	
bxlG	K17328		3.A.1.1.21	xylobiose transport system permease protein	
cadA	K01582	4.1.1.18		lysine decarboxylase [EC:4.1.1.18]	
cadB	K03757			cadaverine:lysine antiporter	
caiT	K05245		2.A.15.2	L-carnitine/gamma-butyrobetaine antiporter	
capD	K17716	5.1.3.2		UDP-glucose 4-epimerase [EC:5.1.3.2]	
carC	K22430	1.3.1.108		caffeyl-CoA reductase-Etf complex subunit CarC [EC:1.3.1.108]	
carD	K22431	1.3.1.108		caffeyl-CoA reductase-Etf complex subunit CarD [EC:1.3.1.108]	
carE	K22432	1.3.1.108		caffeyl-CoA reductase-Etf complex subunit CarE [EC:1.3.1.108]	
carT	K17842	1.13.11.59		CAO-2; torulene dioxygenase [EC:1.13.11.59] 	
cbiK	K10094		3.A.1.22	nickel transport protein	
cbiL	K16915			nickel transport protein	
cbiM	K02007		3.A.1.18;3.A.1.22;3.A.1.23	cobalt/nickel transport system permease protein	
cbiN	K02009		3.A.1.18	cobalt/nickel transport protein	
cbiO	K02006		3.A.1.18;3.A.1.22;3.A.1.23	cobalt/nickel transport system ATP-binding protein	
cbiQ	K02008		3.A.1.18;3.A.1.22;3.A.1.23	cobalt/nickel transport system permease protein	
cbrT	K16927		3.A.1.32.1_Q9KXJ5;3.A.1.32.2_Q2NFA9;3.A.1.32.3_A9WHW7	energy-coupling factor transport system substrate-specific component	
cch-hbcd	K15016	4.2.1.17;1.1.1.35		enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] 	
ccl	K15234	4.1.3.34		citryl-CoA lyase [EC:4.1.3.34] 	
ccmA	K02193	3.6.3.41	3.A.1.107	heme exporter protein A [EC:3.6.3.41]	
ccmB	K02194		3.A.1.107	heme exporter protein B	
ccmC	K02195		3.A.1.107	heme exporter protein C	
ccmD	K02196		3.A.1.107	heme exporter protein D	
ccmK	K08696			carbon dioxide concentrating mechanism protein CcmK	
ccmL	K08697			carbon dioxide concentrating mechanism protein CcmL	
ccmM	K08698			carbon dioxide concentrating mechanism protein CcmM	
ccmN	K08699			carbon dioxide concentrating mechanism protein CcmN	
ccmO	K08700			carbon dioxide concentrating mechanism protein CcmO	
ccoN	K00404	1.9.3.1		cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	
ccoNO	K15862	1.9.3.1		cytochrome c oxidase cbb3-type subunit I/II [EC:1.9.3.1]	
ccoO	K00405			cytochrome c oxidase cbb3-type subunit II	
ccoP	K00406			cytochrome c oxidase cbb3-type subunit III	
ccoQ	K00407			cytochrome c oxidase cbb3-type subunit IV	
ccrA	K17829	1.3.1.86		crotonyl-CoA reductase [EC:1.3.1.86]	
ccsA	K15232	6.2.1.18		citryl-CoA synthetase large subunit [EC:6.2.1.18] 	
ccsB	K15233			citryl-CoA synthetase small subunit 	
cct	K22447			archaeal chaperonin, HSP60	
cdhA	K00192	1.2.7.4		anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] 	
cdhB	K00195			anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon 	
cdhC	K00193	2.3.1.169		acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] 	
cebE	K10240		3.A.1.1.23_Q9X9R7	cellobiose transport system substrate-binding protein	
cebF	K10241		3.A.1.1.23_Q9X9R6	cellobiose transport system permease protein	
cebG	K10242		3.A.1.1.23_Q9X9R5	cellobiose transport system permease protein	
celEIIA	K02759	2.7.1.69	4.A.3.2.1_P69791;4.A.3.2.3_O50981;4.A.3.2.6_Q9KSH3;4.A.3.2.7_C4X746;4.A.3.2.9_U5MLJ3;4.A.3.2.2_P46319	PTS system, cellobiose-specific IIA component [EC:2.7.1.69]	
celEIIB	K02760	2.7.1.69	4.A.3.2.1_P69795;4.A.3.2.3_O50982;4.A.3.2.5_Q8L3C3;4.A.3.2.6_Q9KSH5;4.A.3.2.7_C4X744;4.A.3.2.9_U5MIE1;4.A.3.2.2_P46318	PTS system, cellobiose-specific IIB component [EC:2.7.1.69]	
celEIIC	K02761		4.A.3.2.1_P17334;4.A.3.2.3_O50980;4.A.3.2.5_Q8L3C2;4.A.3.2.6_Q9KSH4;4.A.3.2.7_C4X745;4.A.3.2.9_U5MFA1;4.A.3.2.2_P46317	PTS system, cellobiose-specific IIC component	
cfa	K00574	2.1.1.79		cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	
cfrA	K16089		1.B.14.1.3_O54507;1.B.14.1.4_P17315	outer membrane receptor for ferrienterochelin and colicins	
chaA	K07300		2.A.19	Ca2+:H+ antiporter	
chiE	K17244		3.A.1.1.40_Q9WZR7	putative chitobiose transport system substrate-binding protein	
chiF	K17245		3.A.1.1.40	putative chitobiose transport system permease protein	
chiG	K17246		3.A.1.1.40	putative chitobiose transport system permease protein	
chlE	K04035	1.14.13.81		magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]	
chlL	K04037	1.3.7.7		light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]	
chrA	K07240		2.A.51.1	chromate transporter	
citA	K03288		2.A.1.6.1_P16482;2.A.1.6.7_P0A2G3	MFS transporter, MHS family, citrate/tricarballylate:H+ symporter	
citC	K01910	6.2.1.22		[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	
citD	K01646			citrate lyase subunit gamma (acyl carrier protein)	
citE	K01644	4.1.3.34		citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	
citF	K01643	2.8.3.10		citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	
citT	K09477		2.A.47.3.2_P0AE74	citrate:succinate antiporter	
clpA	K03694			ATP-dependent Clp protease ATP-binding subunit ClpA, HSP100	1
clpB	K03695			ATP-dependent Clp protease ATP-binding subunit ClpB, HSP100	1
clpC	K03696			ATP-dependent Clp protease ATP-binding subunit ClpC, HSP100	1
clpE	K03697			ATP-dependent Clp protease ATP-binding subunit ClpE, HSP100	1
clpL	K04086			ATP-dependent Clp protease ATP-binding subunit ClpL, HSP100	1
clpP	K01358	3.4.21.92  		ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]  	Serine peptidases_Family S14: ClpP endopeptidase family;S14
clpX	K03544			ATP-dependent Clp protease ATP-binding subunit ClpX, HSP100	1
cmlA	K18552		2.A.1.2.3_P32482	MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein	
cmpA	K11950		3.A.1.16.3	bicarbonate transport system substrate-binding protein	
cmpB	K11951		3.A.1.16.3	bicarbonate transport system permease protein	
cmpC	K11952	3.6.3.-	3.A.1.16.3	bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	
cmpD	K11953	3.6.3.-	3.A.1.16.3	bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	
codB	K10974		2.A.39.1.1_P0AA82	cytosine permease	
cofC	K14941	2.7.7.68		2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68] 	
cofD	K11212	2.7.8.28		LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28] 	
cofE	K12234	6.3.2.31;6.3.2.34		coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	
cofF	K14940	6.3.2.32		gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32] 	
cofG	K11780	4.3.1.32		7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32] 	
cofH	K11781	2.5.1.147		5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147] 	
comA	K08097	4.4.1.19		phosphosulfolactate synthase [EC:4.4.1.19] 	
comB	K05979	3.1.3.71		2-phosphosulfolactate phosphatase [EC:3.1.3.71] 	
comC	K05884	1.1.1.337		L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337] 	
comD	K06034	4.1.1.79		sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79] 	
comE	K13039	4.1.1.79		sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79] 	
cooF	K00196			anaerobic carbon-monoxide dehydrogenase iron sulfur subunit 	
cooS	K00198	1.2.7.4		anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4] 	
corA	K03284		1.A.35.1;1.A.35.3	magnesium transporter	
coxA	K02274	1.9.3.1		cytochrome c oxidase subunit I [EC:1.9.3.1]	
coxAC	K15408	1.9.3.1		cytochrome c oxidase subunit I+III [EC:1.9.3.1]	
coxB	K02275	1.9.3.1		cytochrome c oxidase subunit II [EC:1.9.3.1]	
coxC	K02276	1.9.3.1		cytochrome c oxidase subunit III [EC:1.9.3.1]	
coxD	K02277	1.9.3.1		cytochrome c oxidase subunit IV [EC:1.9.3.1]	
cpaA	K02278	3.4.23.43		cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	Aspartic peptidases_Family A24: type IV prepilin peptidase family;A24
cpcA	K02284			phycocyanin alpha chain	
cpcB	K02285			phycocyanin beta chain	
cpcC	K02286			phycocyanin-associated rod linker protein	
cpcD	K02287			phycocyanin-associated, rod	
cpcE	K02288	4.4.1.32		phycocyanobilin lyase subunit alpha [EC:4.4.1.32]	
cpcF	K02289	4.4.1.32		phycocyanobilin lyase subunit beta [EC:4.4.1.32]	
cpcG	K02290			phycobilisome rod-core linker protein	
cpeA	K05376			phycoerythrin alpha chain	
cpeB	K05377			phycoerythrin beta chain	
cpeC	K05378			phycoerythrin-associated linker protein	
cpeD	K05379			phycoerythrin-associated linker protein	
cpeE	K05380			phycoerythrin-associated linker protein	
cpeR	K05381			phycoerythrin-associated linker protein	
cpeS	K05382			phycoerythrin-associated linker protein	
cpeT	K05383			CpeT protein	
cpeU	K05384			bilin biosynthesis protein	
cpeY	K05385			bilin biosynthesis protein	
cpeZ	K05386			bilin biosynthesis protein	
cpg	K01295	3.4.17.11		cpg; glutamate carboxypeptidase [EC:3.4.17.11]	Metallo peptidases_Family M20;M20
cps	K13048	3.4.17.-		cps; carboxypeptidase Ss1 [EC:3.4.17.-]	Metallo peptidases_Family M20;M20
cpt	K05996	3.4.17.18		cpt; carboxypeptidase T [EC:3.4.17.18]	Metallo peptidases_Family M14: carboxypeptidase A family;M14
cpxA	K07640	2.7.13.3		two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	
cpxP	K06006			periplasmic protein CpxP/Spy	
cpxR	K07662			two-component system, OmpR family, response regulator CpxR	
croR	K17865	4.2.1.55		3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	
crs	K05942	2.3.3.3		E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3] 	
crt	K01715	4.2.1.17		enoyl-CoA hydratase [EC:4.2.1.17]	
crtA	K09847	1.14.15.9		spheroidene monooxygenase [EC:1.14.15.9] 	
crtB	K02291	2.5.1.32		15-cis-phytoene synthase [EC:2.5.1.32] 	
crtC	K09844	4.2.1.131		carotenoid 1,2-hydratase [EC:4.2.1.131] 	
crtD	K09845	1.3.99.27		1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27] 	
crtF	K09846	2.1.1.210		demethylspheroidene O-methyltransferase [EC:2.1.1.210] 	
crtH	K09835	5.2.1.13		prolycopene isomerase [EC:5.2.1.13] 	
crtI	K10027	1.3.99.26;1.3.99.28;1.3.99.29;1.3.99.31		phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31] 	
crtL1	K06443	5.5.1.19		lycopene beta-cyclase [EC:5.5.1.19] 	
crtL2	K06444	5.5.1.18		lycopene epsilon-cyclase [EC:5.5.1.18] 	
crtM	K10208	2.5.1.96		4,4'-diapophytoene synthase [EC:2.5.1.96] 	
crtN	K10209	1.3.8.2		4,4'-diapophytoene desaturase [EC:1.3.8.2] 	
crtO	K02292			beta-carotene ketolase (CrtO type) 	
crtO-2_3_1	K10212	2.3.1.-		glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-] 	
crtP	K02293	1.3.5.5		15-cis-phytoene desaturase [EC:1.3.5.5] 	
crtP-1_14_99_44	K10210	1.14.99.44		diapolycopene oxygenase [EC:1.14.99.44] 	
crtQ	K00514	1.3.5.6		zeta-carotene desaturase [EC:1.3.5.6] 	
crtQ-2_4_1	K10211	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-] 	
crtR	K02294	1.14.13.-		beta-carotene hydroxylase [EC:1.14.13.-] 	
crtU	K09879	1.3.99.39;1.3.99.40		carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40] 	
crtW	K09836	1.14.99.63;1.14.99.64 		beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64] 	
crtX	K14596	2.4.1.276		zeaxanthin glucosyltransferase [EC:2.4.1.276] 	
crtY	K22502	5.5.1.19		lycopene beta-cyclase [EC:5.5.1.19]	
crtZ	K15746	1.14.15.24		beta-carotene 3-hydroxylase [EC:1.14.15.24] 	
cruA	K14605	5.5.1.19		lycopene cyclase CruA [EC:5.5.1.19] 	
cruC	K14597			chlorobactene glucosyltransferase 	
cruD	K14598			chlorobactene lauroyltransferase 	
cruF	K08977	4.2.1.161		bisanhydrobacterioruberin hydratase [EC:4.2.1.161]	
cruP	K14606	5.5.1.19		lycopene cyclase CruP [EC:5.5.1.19] 	
csmA	K08945			chlorosome envelope protein A	
csmB	K08946			chlorosome envelope protein B	
csmC	K08947			chlorosome envelope protein C	
csmD	K08948			chlorosome envelope protein D	
csmE	K08949			chlorosome envelope protein E	
csmF	K08950			chlorosome envelope protein F	
csmH	K08951			chlorosome envelope protein H	
csmI	K08952			chlorosome envelope protein I	
csmJ	K08953			chlorosome envelope protein J	
csmX	K08954			chlorosome envelope protein X	
cspA	K03704			cold shock protein	1
ctaA	K02259			cytochrome c oxidase assembly protein subunit 15	
ctaG	K02258			cytochrome c oxidase assembly protein subunit 11	
cusA	K07787		2.A.6.1.4	Cu(I)/Ag(I) efflux system membrane protein CusA/SilA	
cusC	K07796		1.B.17.3.4;1.B.17.3.5	outer membrane protein, Cu(I)/Ag(I) efflux system	
cwlK	K17733	3.4.-.-		cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15
cwlO	K21471	3.4.-.-		cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40
cwlS	K19220	3.4.-.-		cwlS; peptidoglycan DL-endopeptidase CwlS [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40
cycA	K11737		2.A.3.1.17_M1IW84;2.A.3.1.7_P0AAE0	D-serine/D-alanine/glycine transporter	
cydA	K00425	7.1.1.7		cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	
cydB	K00426	7.1.1.7		cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	
cydC	K16012		3.A.1.129.1_P23886	ATP-binding cassette, subfamily C, bacterial CydC	
cydCD	K16014		3.A.1.129	ATP-binding cassette, subfamily C, bacterial CydCD	
cydD	K16013		3.A.1.129.1_P29018	ATP-binding cassette, subfamily C, bacterial CydD	
cydX	K00424	7.1.1.7		cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	
cyoA	K02297	7.1.1.3		cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	
cyoB	K02298	7.1.1.3		cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	
cyoC	K02299			cytochrome o ubiquinol oxidase subunit III	
cyoD	K02300			cytochrome o ubiquinol oxidase subunit IV	
cyoE	K02257	2.5.1.141		heme o synthase [EC:2.5.1.141]	
cysA	K02045	7.3.2.3	3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	
cysC	K00860	2.7.1.25		adenylylsulfate kinase [EC:2.7.1.25] 	
cysD	K00957	2.7.7.4		sulfate adenylyltransferase subunit 2 [EC:2.7.7.4] 	
cysE1	K00640	2.3.1.30		serine O-acetyltransferase [EC:2.3.1.30] 	
cysE2	K23304	2.3.1.30		serine O-acetyltransferase [EC:2.3.1.30] 	
cysH	K00390	1.8.4.8;1.8.4.10		phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10] 	
cysI	K00381	1.8.1.2		sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2] 	
cysJ	K00380	1.8.1.2		sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2] 	
cysK	K01738	2.5.1.47		cysteine synthase [EC:2.5.1.47] 	
cysN	K00956	2.7.7.4		sulfate adenylyltransferase subunit 1 [EC:2.7.7.4] 	
cysNC	K00955	2.7.7.4;2.7.1.25		bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25] 	
cysO	K10150	2.5.1.47;2.5.1.65;4.2.1.22		cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	
cysP	K02048		3.A.1.6.1;3.A.1.6.3	sulfate transport system substrate-binding protein	
cysU	K02046		3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate transport system permease protein	
cysW	K02047		3.A.1.6.1;3.A.1.6.3;3.A.1.6.7	sulfate transport system permease protein	
czcA	K15726		2.A.6.1.2	cobalt-zinc-cadmium resistance protein CzcA	
czcC	K15725		1.B.17.2.2	outer membrane protein, cobalt-zinc-cadmium efflux system	
czcD	K16264		2.A.4.1	cobalt-zinc-cadmium efflux system protein	
dacB	K07259	3.4.16.4;3.4.21.-   		dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]   	Serine peptidases_Family S13: D-Ala-D-Ala peptidase C family;S13
dacC	K07258	3.4.16.4		dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	Serine peptidases_Family S11: D-Ala-D-Ala carboxypeptidase A family;S11
dak	K00863	2.7.1.28;2.7.1.29;4.6.1.15		triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	
DAS	K17100	2.2.1.3		dihydroxyacetone synthase [EC:2.2.1.3] 	
dasA	K17329		3.A.1.1.33_Q8KN19	N,N'-diacetylchitobiose transport system substrate-binding protein	
dasB	K17330		3.A.1.1.33_Q8KN18	N,N'-diacetylchitobiose transport system permease protein	
dasC	K17331		3.A.1.1.33_Q8KN17	N,N'-diacetylchitobiose transport system permease protein	
dcp	K01284	3.4.15.5		dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]	Metallo peptidases_Family M3;M3
dctA	K11103		2.A.23.1.10_Q848I3;2.A.23.1.3_Q01857;2.A.23.1.6_P96603;2.A.23.1.9_Q1J1H5	aerobic C4-dicarboxylate transport protein	
dctM	K11690		2.A.56.1.1_O07838	C4-dicarboxylate transporter, DctM subunit	
dctP	K11688		2.A.56.1.1_P37735	C4-dicarboxylate-binding protein DctP	
dctQ	K11689		2.A.56.1.1_O07837	C4-dicarboxylate transporter, DctQ subunit	
dcuA	K07791		2.A.13.1.1_P0ABN5;2.A.13.1.3_Q8ZLD2;2.A.13.1.4_K0K2U6	anaerobic C4-dicarboxylate transporter DcuA	
dcuB	K07792		2.A.13.1.2_P0ABN9;2.A.13.1.3_Q8ZLD2;2.A.13.1.4_K0K2U6	anaerobic C4-dicarboxylate transporter DcuB	
dcuC	K03326		2.A.61.1.1_P0ABP3;2.A.61.1.2_P45428	C4-dicarboxylate transporter, DcuC family	
dddL	K16953	4.4.1.3		dimethylpropiothetin dethiomethylase [EC:4.4.1.3] 	
ddhA	K16964	1.8.2.4		dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4] 	
ddhB	K16965			dimethylsulfide dehydrogenase subunit beta 	
ddhC	K16966			dimethylsulfide dehydrogenase subunit gamma 	
deaD	K05592	3.6.4.13		ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	
degP	K04771	3.4.21.107		degP, htrA; serine protease Do [EC:3.4.21.107]	Serine peptidases_Family S1: chymotrypsin family;S1
degQ	K04772	3.4.21.-		degQ, hhoA; serine protease DegQ [EC:3.4.21.-]	Serine peptidases_Family S1: chymotrypsin family;S1
degS	K07777	2.7.13.3		two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]	
degU	K07692			two-component system, NarL family, response regulator DegU	
desA	K10255	1.14.19.23;1.14.19.45		acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	1
desK	K07778	2.7.13.3		two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	1
desR	K07693			two-component system, NarL family, response regulator DesR	1
devA	K02003		3.A.1.114.1_O50296	putative ABC transport system ATP-binding protein	
devB	K02005		3.A.1.114.1_Q7A2B0	HlyD family secretion protein	
devC	K02004		3.A.1.114.1_O50295	putative ABC transport system permease protein	
devR	K07695			two-component system, NarL family, response regulator DevR	
devS	K07682	2.7.13.3		two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]	
dgaEIIA	K17464	2.7.1.69	4.A.6.1.17_D0ZLR7	PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.69]	
dgaEIIB	K17465	2.7.1.69	4.A.6.1.17_D0ZLR6	PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.69]	
dgaEIIC	K17466		4.A.6.1.17_D0ZLR5	PTS system, D-glucosaminate-specific IIC component	
dgaEIID	K17467		4.A.6.1.17_D0ZLR4	PTS system, D-glucosaminate-specific IID component	
dgaF	K17463	4.1.2.14		dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] 	
dglEIIA	K02763	2.7.1.69	4.A.1.1.6	PTS system, D-glucosamine-specific IIA component [EC:2.7.1.69]	
dglEIIB	K02764	2.7.1.69	4.A.1.1.6	PTS system, D-glucosamine-specific IIB component [EC:2.7.1.69]	
dglEIIC	K02765		4.A.1.1.13_Q57071;4.A.1.1.14_Q53922;4.A.1.1.6_P39816;4.A.1.1.9_P20166	PTS system, D-glucosamine-specific IIC component	
dhaB	K06120	4.2.1.30		glycerol dehydratase large subunit [EC:4.2.1.30]	
dhaC	K06121	4.2.1.30		glycerol dehydratase medium subunit [EC:4.2.1.30]	
dhaM	K05881			PTS hybrid protein	
dhaT	K00086	1.1.1.202		1,3-propanediol dehydrogenase [EC:1.1.1.202]	
dhbE	K06122	4.2.1.30		glycerol dehydratase small subunit [EC:4.2.1.30]	
dlst	K00658	2.3.1.61		2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	
dltB	K03739		2.A.50.2.1_P39580	membrane protein involved in D-alanine export	
dmd-tmd	K00317	1.5.8.1;1.5.8.2		dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2] 	
dmdA	K17486	2.1.1.269		dimethylsulfoniopropionate demethylase [EC:2.1.1.269] 	
dmdB	K20034	6.2.1.44		3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44] 	
dmdC	K20035	1.3.8.-		3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-] 	
dmdD	K20036	4.2.1.155		(methylthio)acryloyl-CoA hydratase [EC:4.2.1.155] 	
dmoA	K16967	1.14.13.131		dimethyl-sulfide monooxygenase [EC:1.14.13.131] 	
dmpA	K01266	3.4.11.19		dmpA, dap; D-aminopeptidase [EC:3.4.11.19]	Mixed peptidases_Family P1: DmpA aminopeptidase family;P1
dmsA	K07306	1.8.5.3		anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3] 	
dmsB	K07307			anaerobic dimethyl sulfoxide reductase subunit B 	
dmsC	K07308			anaerobic dimethyl sulfoxide reductase subunit C 	
dnaJ	K03686			molecular chaperone DnaJ, HSP40	
dnaK	K04043			molecular chaperone DnaK, HSP70	
doxA	K16936	1.8.5.2		thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2] 	
doxD	K16937	1.8.5.2		thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2] 	
doxDA	K05908	1.8.5.2		thiosulfate dehydrogenase (quinone) [EC:1.8.5.2]	
doxX	K15977			putative oxidoreductase	
dppA	K16203	3.4.11.-	3.A.1.5.2_P26902	D-amino peptidase [EC:3.4.11.-]	Metallo peptidases_Family M55: DppA aminopeptidase family;M55
dppA1	K12368		3.A.1.5.39_W0WJ85;3.A.1.5.39_W0WKZ8;3.A.1.5.39_W0WL02;3.A.1.5.39_W0WLZ1;3.A.1.5.39_W0WQF0	dipeptide transport system substrate-binding protein	
dppB1	K12369		3.A.1.5.39_W0WN20	dipeptide transport system permease protein	
dppB2	K16200		3.A.1.5.2_P26903	dipeptide transport system permease protein	
dppC1	K12370		3.A.1.5.39_W0WMS8	dipeptide transport system permease protein	
dppC2	K16201		3.A.1.5.2_P26904	dipeptide transport system permease protein	
dppD1	K12371		3.A.1.5.39_W0WJ90	dipeptide transport system ATP-binding protein	
dppD2	K16202		3.A.1.5.2_P26905	dipeptide transport system ATP-binding protein	
dppE	K16199		3.A.1.5.2_P26906	dipeptide transport system substrate-binding protein	
dppF1	K12372		3.A.1.5.39_W0WLZ8	dipeptide transport system ATP-binding protein	
dps	K04047			starvation-inducible DNA-binding protein	
dsdX	K13629		2.A.8.1.5_P08555	D-serine transporter	
dsrA	K11180	1.8.99.5		dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5] 	
dsrB	K11181	1.8.99.5		dissimilatory sulfite reductase beta subunit [EC:1.8.99.5] 	
dsrC	K23077			dissimilatory sulfite reductase related protein	
dsrD				dissimilatory sulfite reductase D	
dsrE	K07235	2.8.1.-		tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	
dsrF	K07236			tRNA 2-thiouridine synthesizing protein C	
dsrH	K07237			tusB, dsrH; tRNA 2-thiouridine synthesizing protein B	
dsrJ				sulfite reductase-associated electron transfer protein DsrJ	
dsrK				sulfite reductase-associated electron transfer protein DsrK	
